complex_text,word_count,char_count,simplified_text
"Variant 2: Object in the YES, reconstruction of YES, by QR of subject to a C-domain, subject object to VP-adjoined position in the C-domain extraposed to TPposition yields inverse above the object adjoined position (8) scope",36,224,"Here's the simplified text:

When we add a special word (called a ""C-domain"") to a sentence, it changes the way the words are arranged. This can make the sentence sound like the object is doing something (like ""The book is on the table""). The word that gets moved to the front of the sentence is called the ""object""."
"5 These data are discussed in Eisenberg 1973, which is cited by Rivero & Walker 1976 (?1.3). Both presentations assume that ambiguity, rather than neutrality, is at issue (we shall show that it is not); hence both claim that phonological identity is involved here in conflict resolution (again, we shall show that it is not).",55,325,"Here's the rewritten text:

These ideas are talked about in a book by Eisenberg from 1973. Later, Rivero and Walker wrote about it in 1976. Both of these ideas say that when people are unsure, it's because of differences in how words sound. But we're going to show that's not true."
"wise comparisons were averaged across the two levels of list. We conducted separate pairwise comparisons for the odin SPVTs (table 4) and for the dva SPVTs (table 5), and furthermore compared each condition for odin and dva (table 6). Given the absence of interactions between numeral and any other factor, this was not strictly speaking necessary, and we could have averaged the pairwise comparisons across the factor numeral. However, since one of our goals was to examine whether odin and dva indefinites behave similarly, we wanted to check whether individual pairwise comparisons with dva would pattern like those with odin.",100,629,"Here's the rewritten text:

We looked at the results of the two groups. We compared the results of each group separately. We also compared each condition within each group. We didn't need to do this because there was no connection between the number and other factors. But we wanted to see if the results for ""odin"" and ""dva"" were similar, so we checked if the results for ""dva"" followed the same pattern as the results for ""odin""."
"One might argue that in the case of odin indefinites, the rate of YES responses . In an experimental study of scope in Mandarin and English with a paradigm similar to ours found a 0% acceptance rate of Mandarin equivalents of sentences such as One shark attacked every pirate in inverse scope scenarios. In contrast, in the English part of their study, inverse scope readings were allowed, though dispreferred in reference to surface scope readings. The acceptance rate for One shark attacked every pirate was 28% in inverse scope scenarios and 85% in surface scope scenarios. The corresponding acceptance rates for A shark attacked every pirate were 56% in inverse scope scenarios and 100% in surface scope scenarios.",118,718,"Here is the rewritten text:

Some people think that when we use ""every"" with ""one"" or ""a"", the answer is usually ""no"". In a study done in Mandarin and English, the researchers found that when they used sentences like ""One shark attacked every pirate"", the answer was almost always ""no"". But when they used sentences like ""A shark attacked every pirate"", the answer was often ""yes""."
"In the case of OVS sentences with neutral prosody, our data are again compatible with either variant in table 2 arguments that the subject is TP-adjoined, and because this is the variant that we have adopted for sentences with a focused element. It is more parsimonious not to adopt radically different derivations for OVS sentences with neutral vs. contrastive prosody. We assume that in both cases, the object has moved to a position in the C-domain, but is able to reconstruct only under contrastive focus.",85,509,"Here is the rewritten text:

When we look at sentences with a certain tone, our results agree with two possible ideas. These ideas say that the subject is connected to a special part of the sentence. We already use this idea for sentences with a focused word. It's simpler not to have two different ways of explaining sentences with different tones. We think that in both cases, the object moves to a special place in the sentence, but can only be understood when the focus is strong."
"10See a. o. Ward and Hirschberg ; Pierrehumbert and Steele ; Hirschberg and Ward ; examples from Bolinger and Jackendoﬀ. 11From Ladd . I notate the ﬁnal R at the end of sentence here, indicating that it is not part of the pitch accent on the prominent word— all in ; see Hara , Oshima and Tomioka for Japanese 13O’Connor and Arnold , Ladd , examples (16) and (19).",69,364,"Here is the rewritten text:

Some researchers, like Ward and Hirschberg, and others, like Pierrehumbert and Steele, have studied how we say words. They looked at examples from other researchers, like Bolinger and Jackendo. 

When we say a sentence, the last letter ""R"" is not part of the important sound in the sentence. This is like what happens in Japanese, as shown by Hara, Oshima, and Tomioka. Other researchers, like O'Connor and Arnold, and Ladd, have also studied this."
would be very interesting to compare Russian and German using the same methodology. This can be done both by adapting Bott and Schlotterbeck’s offline and online tasks to Russian and by using our SPVT in German.,36,211,"It would be cool to compare how Russian and German kids learn. We can do this by changing the tasks that Bott and Schlotterbeck used to study Russian, and by using our own special tasks to study German."
"In this case, R’s second ‘no’ is a repetition of the ﬁrst and the kinesic component is dropped because, in this case, the repetition is an attenuation of the ﬁrst expression rather than a doing of the ‘no’ as a repetition of the full ‘move.’ This is in contrast to what we see in Example II.6 where the repeated ‘no’ is, in each",63,328,"Here is the rewritten text:

When someone says ""no"" again, it's like they're repeating themselves. They're not really doing something new, but instead, they're just saying ""no"" again. This is different from when someone says ""no"" and then does something else."
"R: Infatti non l’ho mai capito com’è che si gioca (.) cioè è la ﬁgura chee… In fact I have never understood how it is that one plays (.) that is, is it the ﬁgure that…",36,167,I've never figured out how to play this game. Is it the special shape that...
"As she says ‘not’ she turns her head to her right in preparation for the head shake, but the head shake itself is executed as she says ‘impressed’. There is a second head shake of smaller amplitude as she says ‘playing.’ In Example III.3, which comes from OMUS, a recording of a meeting of the management committee of a small museum. Here the discussion is concerned with an artefact on loan to the museum which may have got damaged while it wasonexhibition.J2,thememberofthecommitteewhoknowstheownersofthe object, is asked if she knows how they store it when they have it in their own home.",100,591,"Here is the rewritten text:

When she says ""not"", she turns her head to the right to get ready to shake her head. But she actually shakes her head when she says ""impressed"". Then, she does another smaller head shake when she says ""playing"".

In another example, there's a recording of a meeting where a small museum's management team is talking about an object that's on loan to the museum. The object might have gotten damaged when it was on display. One member of the team, who knows the owners of the object, is asked if she knows how they store it when they have it at their own home."
"to the set ‘x’s birthday is on y’ could not possibly encode this eﬀect. One might note that the same preference is observed with overt subquestions: When are you guys’ birthdays?’ is naturally followed up by (42a), not (42b):",39,225,"Here's the rewritten text:

When you ask someone about a group's birthdays, like ""When are you guys' birthdays?"", people usually answer with a specific date, not a general statement."
"<+++++> <***************> P: e le azione che ho avuto dai tedeschi, non può immaginare, and the actions that I have had from the Germans, you cannot imagine",27,156,I had some really bad experiences with the Germans. You can't even imagine what happened.
"Crucial to the treatment of scope disambiguation in section 2.5 was the fact that an SCT+F must not be a complete answer to the questions in its CTvalue, i.e. that the latter contain at least one independent question. It bears pointing out that, according to the CIR in (7), there need not be an actual open question (in ]CT ) after uttering SCT+F; there only needs to be a question that is not resolved by SCT+F alone. (31) helps to illuminate the diﬀerence:",83,459,"Important for understanding scope disambiguation is that an SCT+F can't fully answer the questions in its CTvalue. This is because the CTvalue must have at least one question that can't be answered just by using SCT+F. It's also important to note that just because there isn't an open question after using SCT+F, it doesn't mean that there isn't a question that can't be answered by SCT+F alone."
"Oshima , too, assumes that CT-alternatives are not questions, but propositions, just like F-alternatives, namely propositions in which both CT and F are replaced by alternatives. That means that , this does not wrongly rule out has diﬃculty explaining is that (39) is notably better than (37):22",47,295,"Oshima also thinks that CT-alternatives are not questions, but statements. He says that these statements are like F-alternatives, which are also statements. In these statements, both CT and F are replaced with other options. This means that Oshima's idea doesn't explain why (39) is better than (37)."
"Finally, we ask whether reconstruction is necessary for deriving inverse scope of OVS sentences under contrastive focus: could the effect instead be due to covert QR? We argue that the answer is no, for three reasons. First, if covert QR were at work, we would have to make a very unintuitive claim, namely, that focusing the scrambled object leads to covert QR of the postverbal subject (as opposed to reconstruction of the object itself). Second, covert QR would not be able to account for the difference between SVO and OVS sentences: it should be possible for the postverbal QP to undergo QR to a position above the preverbal QP, regardless of the structural configuration. And third, if contrastive focus facilitated covert QR, it would be most natural to suppose that it should facilitate covert QR of the focused QP, that is, the postverbal indefinite in (15c–d). However, we have seen that contrastive prosody had no effect on the sentence types in (15c–d).",162,965,"Here is the rewritten text:

Is it possible that the way we phrase sentences can be changed without really changing the sentence itself? We think not, for three reasons. First, if we were to make a change without changing the sentence, we would have to say something weird, like ""making the object the main focus of the sentence makes the subject disappear"". Second, this change wouldn't work the same way for all types of sentences. And third, if focusing a word made it disappear, it would be more likely to happen to the word we're focusing, not to the other word. But we've already seen that changing the way we say a sentence doesn't change the sentence itself."
"comparative and diachronic perspective, ed. by Roland Hinterho¨lzl, Kristine Bentzen, Augustin Speyer, and Luka Szucsich. Berlin: Mouton de Gruyter. Sprouse, Jon, and Diogo Almeida. 2012. Assessing the reliability of textbook data in syntax: Adger’s Core",35,254,"Here is the rewritten text:

A group of experts wrote a book about comparing and studying language over time. The book is called ""Comparative and Diachronic Perspective"" and was published by Mouton de Gruyter.

Jon Sprouse and Diogo Almeida wrote another book called ""Assessing the Reliability of Textbook Data in Syntax: Adger's Core""."
"The article is organized as follows. In section 2, we provide an overview of scrambling, scope, and IS in Russian and formulate our hypotheses. In section 3, we report on our experimental study. In section 4, we discuss the findings and make suggestions for future research.",46,274,"Here is the rewritten text:

The article is divided into four parts. First, we'll talk about how words are mixed up in Russian, what they mean, and how they work. Then, we'll share the results of our experiment. After that, we'll explain what we found and suggest what others might want to study next."
"The CT-questions here are ‘How is/was Bo on day x?’ and ‘Where did x buy this book?’. Which of them are pertinent? For (15b), the very question overtly asked is pertinent and not resolved by the answer. Similarly, for (15a) the question how Bo is today is pertinent, since its answer will indicate whether he will come to school today. (Note that we do not aim to answer the question why the answers in (15) are relevant to the question in particular, but only why they can bear the CT+F pattern they do.)",93,505,"Here is the rewritten text:

Some important questions are ""How is/was Bo on day x?"" and ""Where did x buy this book?"". Which ones are important? For question (15b), the question being asked is important and won't be answered by the answer. For question (15a), the question ""How is Bo today?"" is important because its answer will tell us if Bo will come to school today."
"*This work was funded in part by a grant from the European Union to the Centro Interdipartimentale dei servizi Linguistici e Audiovisivi, Istituto Universitario Orientale di Napoli, Naples. I would like to thank Jocelyn Vincent for her support. Carmen Paciﬁco participated in some of the work reported here.",48,308,This project was helped by a grant from the European Union. I'd like to thank Jocelyn Vincent for her help. Carmen Paciﬁco worked on some parts of this project.
"with Ionin’s position and argues that Russian is just like English, both surface scope and inverse scope readings being possible and derived by covert QR. Bailyn notes that frozen scope clearly does not hold for SVO sentences, which are ambiguous for many speakers, but does appear to hold for OVS sentences.",51,308,"Russian is similar to English in some ways. Both languages can have two different meanings for the same sentence. This is because of a special rule in the language that helps us understand what the sentence means. 

Some people find it hard to understand sentences with a certain word order, but others don't. This is because the word order can change how we understand the sentence."
"Above, a way of modelling aboutness topics formally was sketched. It is not claimed that this particular version in fact models the eﬀects of any particular marking in any particular language, rather it served to illustrate a common way of thinking about topics. Moreover, as Krifka notes, such a model ‘presupposes that information in human communication and",57,359,"Here's the rewritten text:

We talked about a way to think about topics in a special way. This way of thinking isn't meant to show how a specific language marks topics, but it's a common way to think about topics. As Krifka said, this way of thinking assumes that the way we share information in human communication is important."
"Dekker, Paul and Herman Hendriks . “Links Without Locations — Information Packaging and Non-Monotone Anaphora.” In Paul Dekker and Martin Stokhof, eds., Proceedings of the Tenth Amsterdam Colloquium, 339–358.",29,208,"Here is the rewritten text:

Paul Dekker and Herman Hendriks wrote an article called ""Links Without Locations"". They talked about how we package information and how it relates to something called ""non-monotone anaphora""."
"(34) Izandla neendlebe zi-bomvu. hands (7/8) and-ears (9/10) 7/8,9/10-red 'The hands and the ears are red.' However, as Voeltz points out, classes 7/8 and 9/10 have distinct concord prefix forms in the plural of the PRIMARY concord system, as shown in Table 1.",43,260,"Here's the rewritten text:

The hands and ears are red. But, as one expert notes, when we talk about many things, like hands and ears, we use different words to show that we're talking about more than one."
(27) a. (Can Jack and Bill come to tea? — ) billRF canR. b. (Did you feed the animals? — ) I fed the catRFR. c. (Do you want a glas of water? — ) I’ll have a beerRFR.,39,166,"Here is the rewritten text:

Can Jack and Bill come to tea?
Bill can.

Did you feed the animals?
I fed the cat.

Do you want a glass of water?
I'll have a beer."
"In Example I.5, from Commerciante , P and T are partnered against A and V in a game of tresette. The two teams are competing for aperitifs. The loser of a given round will buy the other an aperitif. A round has just concluded and P calculates what his side has won:",52,265,"In a game called Tresette, two teams are playing against each other. The teams are P and T, and A and V. The goal is to win aperitifs, which are special drinks. The team that loses a round has to buy the other team an aperitif. Just now, a round has finished and P is counting how much his team has won."
"Examples like these also lend themselves to an analysis as CT, given that we did not restrict CTs to DPs or indiviual-denoting expressions. Indeed Krifka subsumes both frame setters and contrastive topics under his notion of delimitation.",37,238,"Here is the rewritten text:

We can also look at examples like these as a type of ""contrastive topic"" (CT). We didn't limit CTs to just certain types of phrases or words. In fact, another expert, Krifka, groups both ""frame setters"" and ""contrastive topics"" together under a concept called ""delimitation""."
"mental study of long-distance scope in English and German. Poster presented at 50 Years of Linguistics at MIT: A Scientific Reunion, MIT, Cambridge, MA, December 2011. Ionin, Tania, and Tatiana Luchkina. 2015. One reading for every word order: Revisiting Russian scope. In",42,272,"Here is the rewritten text:

We studied how people understand long sentences in English and German. We presented our findings at a big meeting about language at MIT in 2011. We also wrote a paper about how people understand Russian sentences."
"case, a full re-doing of the ‘no.’ In this case, for each re-doing the communicative circumstances are slightly diﬀerent. On the second occasion, the interlocutors are more fully oriented to one another. This example comes from Commerciante 29.49, the card game. In the moment considered here, Peppe is claiming an advantage for his team over that of Vincenzo. He claims a certain score which Vincenzo denies:",66,409,"Here's the rewritten text:

When someone says ""no"" again, the situation is a little different. This time, the people talking are more aware of each other. Let's look at an example from a card game called Commerciante 29.49. In this situation, Peppe is saying that his team is better than Vincenzo's team. He's saying that a certain score is correct, but Vincenzo disagrees."
"‘The apples, I haven’t seen then.’ b. Bagels, John likes. c. (Tell me about the dog!) ano that inu-wa dog-wa kinoo yesterday kooen-de park-at John-o John-acc kande-simatta bite-ended.up (Japanese)",29,196,"Here is the rewritten text:

a. I haven't seen the apples.
b. John likes bagels.
c. Tell me about the dog!"
"8 To distinguish forms of the verb paradigm, we use the feature VFORM of Gazdar et al. 1985. 9 We thus follow Huddleston 1975 in steering a middle course on the question of the relationship between words and word forms. Although we do not necessarily echo Huddleston's decisions with regard to particular forms, we agree with him that we cannot take formal identity to entail word identity; this would mean that there were no cases of ambiguity and no cases of homophony. We also agree with him that formal distinctness in one paradigm cannot be taken to entail word dis- tinctness in all related paradigms, which would mean treating the modal can as three distinct but homophonous words because of the formal distinctness of am/are/is-or even worse, assuming that there are distinct words for each combination of values for features relevant in the language, which would mean treating the modal can as six distinct but homophonous words.",157,938,"To understand different verb forms, we use a special feature called VFORM. We follow a middle path when thinking about how words and their forms are related. We agree with another expert, Huddleston, that being the same in form doesn't always mean being the same word. This means there can be cases where words sound the same but have different meanings. We also agree with Huddleston that being different in one group of words doesn't always mean being different in all related groups. For example, we can't say that the word ""can"" has six different meanings just because it has different forms."
"(4) (Who do they want to kick out? — ) she wants to kick me out. a. NOT: it is her who wants to do some kicking out, and it’s me who (she hopes) is going to get kicked out; no one else wants to kick anyone out b. BUT: as far as she is concerned, it’s me that should get kicked out; she does not want to kick out anybody else",72,324,"Who does she want to kick out? She wants to kick me out.

It's not true that she wants to kick someone else out and me too. It's just me she wants to kick out, not anyone else.

But from her point of view, I'm the one who should be kicked out. She doesn't want to kick out anyone else."
"Here the speaker uses a head shake with the absolute superlative ‘bellissima.’ We suggest that, by doing so, she adds the implication that there are no cities more beautiful than Naples. Again, a speaker describes an aunt she used to visit as “very very old”. She shakes her head as she does so:",53,295,"The speaker uses a head shake when saying ""bellissima"" (meaning very beautiful). This makes us think that she's saying there's no place more beautiful than Naples. Another speaker talks about an aunt they used to visit who is ""very, very old"". They also shake their head."
"Applying this analysis to double quantifier sentences, we have the PF in (7a). In this derivation, the object has moved through a VP-adjoined position motivated by type considerations (see section 2.2.1) prior to moving to Spec,TP; the verb has raised to T, and the subject remains in its base position inside the VP. The LF corresponding to surface scope is then read straight off the PF. Reconstruction of the scrambled object to a VP-adjoined position, as in (7b), would not lead to inverse scope, since the reconstructed object would still be scoping over the subject (note that the object cannot reconstruct all the way to its base position, since this would lead to a type",115,678,"Here is the rewritten text:

When we look at sentences with two parts (like ""Who did what?""), we can see how the words move around. In one example, the object (the thing being talked about) moves to a special spot before moving to the main part of the sentence. The verb (the action) moves to a different part, and the subject (the person or thing doing the action) stays in its original spot. We can easily figure out the meaning of the sentence by looking at how the words are arranged. If we try to move the object to its original spot, it won't change the meaning of the sentence."
"Here again, as will be seen, the head shake is placed over ‘heated’ rather than the auxiliary verb to which the negative particle is attached. In Example III.4, which comes from SMC, the speaker, M, is describing one of the odd characters that used to be seen in the town when he was child. He describes someone known as ‘Runny’ Lee, who was a Catholic priest who used to run after small children, pick them up and kiss them, and then let them go:",84,447,"Here's the rewritten text:

The head shake is used to show ""heated"" emotions, not with the verb that has the negative word attached. For example, in a story about a man named M, he talks about a weird person named ""Runny"" Lee who used to be a priest. This priest would chase after small kids, pick them up, give them a kiss, and then let them go."
"He begins his response with a head shake which continues over ‘Eh sulë — Eh only’ — again, with this ‘only’ there is the implication of ‘nothing else’ or some other expression that indicates that he cannot think of any other recipes. Example V.3 illustrates the use of the head shake in conjunction with an expression such as ‘I could do X, but I will do Y’ — where the implication is, of course, ‘I will not do X’. This example is taken from a recording made near Salerno of a family dinner. R has been complaining about a diﬃculty a colleague has caused her at her work, regarding a lock on a cupboard. G suggests that she could on her own get the lock changed, but R replies that she would rather confront the colleague about it directly:",139,741,"He starts by shaking his head and saying ""Eh sulë — Eh only"". This means that he can't think of any other solutions. It's like saying ""I could do this, but I will do that instead"" - which means ""I won't do this"". This is from a recording of a family dinner near Salerno. R was talking about a problem at work with a colleague who had locked a cupboard. G suggested that R could change the lock herself, but R said she would rather talk to the colleague about it directly."
"Our analysis gives rise to predictions that should be tested further. In particular, our proposal that the difference between odin and dva indefinites in Russian is due to a preference for interpreting odin referentially (or as a choice function) makes an empirical prediction: odin indefinites should take long-distance scope out of syntactic islands (such as relative clauses) more readily than dva indefinites.",62,413,"Our study makes some predictions that we should check again. One important idea is that the difference between ""odin"" and ""dva"" in Russian is because people tend to think of ""odin"" as a choice or a selection. This idea makes a testable prediction: ""odin"" should be able to take a long-distance scope (meaning it can be connected to something far away) out of a sentence with a relative clause more easily than ""dva""."
"For pragmatic reasons, the answer in , given that songs are only written once. Accordingly, (10b), which involves preposing of one focus across the other, is out. We can thus take the possibility of non-canonical order of two prosodically prominent constituents to be indicative of a CT+F pattern.",48,297,"Here's the rewritten text:

Because songs are only written once, we can't use a certain way of writing. This means we can't use a way of writing that puts one important part of a sentence before another important part. Instead, we can look at when two important parts of a sentence are in a different order to figure out if it's a special kind of sentence pattern."
"Here, one of the students engaged in ﬁlming the card-players comments that she has never understood how to play tresette. Peppe responds by a comment of his own in which he says that though he plays he does not really know how to play:",44,235,"One of the students filming the card players said, ""I've never understood how to play this game called Tresette."" Then, Peppe, another student, replied, ""I play it, but I don't really know the rules."""
"21Thanks to an anonymous reviewer for pointing out this example and its signiﬁcance. 22Van Rooij actually notices the felicity of (39) and proposes that the presence of too in (37ii) ‘cancels’ the otherwise obligatory exhaustiﬁcation of JacquesCT lives in ParisF to ‘only Jacques lives in Paris’. Note, though, that this does not oﬀer an explanation for the acceptability of (38).",60,380,"Thanks to a secret reviewer, we learned about a special example and its importance. 

Van Rooij noticed that sentence (39) sounds natural and suggested that the word ""too"" in sentence (37ii) makes the sentence ""only Jacques lives in Paris"" sound more natural. However, this doesn't explain why sentence (38) is also acceptable."
"At present, there is no consensus about the scope readings of Russian double quantifier sentences. Ionin argues that, under neutral intonation, Russian exhibits frozen scope: that is, only surface scope is available. If this claim is true, then Russian is grouped with languages such as German, Mandarin, and Japanese, in which scope is read off the surface structure .",59,369,"Right now, there's no agreement on how to understand Russian sentences with two ""wh"" words. Some people think that when we speak Russian, we can only understand the meaning of the sentence by looking at the words on the surface, not by looking deeper. If this is true, then Russian is similar to languages like German, Chinese, and Japanese, where we figure out the meaning by just looking at the words on the surface."
"We start with the pairwise comparisons for odin indefinites in table 4. Note the following points. First, when word order and the first quantifier are held constant (rows 1–4), prosody affects only one of the four conditions, increasing the rate of YES responses for OVS order with an indefinite in preverbal position (15b) (row 2). Second, when both the first quantifier and prosody are held constant (rows 5–8), word order has a significant effect in only one condition:",78,472,"Here's the simplified text:

We're going to look at some special sentences with words like ""someone"" or ""something"". Let's check some points. First, when we keep the same word order and the first word the same (rows 1-4), the way we say the sentence affects only one of the four ways we can say it. It makes people more likely to say ""yes"" when the sentence starts with ""someone"" or ""something"" (row 2). Second, when we keep the same first word and the way we say the sentence the same (rows 5-8), the word order has a big effect on only one way we can say it:"
Indefinite-first Surface scope Results from referential OVS (NO response) reading of odin and from quantificational Results from quantificational reading of odin reading of dva,24,176,"Here is the rewritten text:

When we don't know the exact answer to a question, we might get a general idea from the words ""odin"" and ""dva"". This can happen when we're trying to figure out what something means."
"Turning to the inverse scope reading of the SVO sentence in (5a), there are in principle two ways to derive it: by reconstructing the subject to its position within the VP (5c), or by covertly raising the object to a TP-adjoined position above the subject (5d).",46,261,There are two ways to understand the sentence in (5a). One way is to move the subject to its correct position within the verb phrase (5c). The other way is to secretly move the object to a position above the subject in the sentence (5d).
"Our explanation of the differing behavior of odin and dva is that, while both indefinite types can be quantificational, dva indefinites are much less likely than odin indefinites to be interpreted referentially. They are (nearly) always given a quantificational reading, with the result that both surface scope and inverse scope readings are readily available. We still see a small (and statistically",61,400,"Here is the rewritten text:

Odin and Dva are two types of words that can be used to describe things. Both types can be used to talk about things, but Dva is less likely to be used to talk about a specific thing. Instead, it's usually used to talk about a group of things. This makes it easier to understand the sentence in two different ways."
1. Some discussion of the relationship between head shakes and so-called ‘N-gestures’ which are manual gestures using an open hand with the palm oriented away from the speaker and which are often used in expressions of negation will be found in Kendon (Forthcoming).,43,266,"Some people talk about how head shakes and a special kind of hand gesture are related. This hand gesture is called an ""N-gesture"". It's when you hold your hand out with your palm facing away from you. People often use this gesture to say ""no"" or ""not""."
"Likewise, Japanese stressed wa, and Korean stressed nun, the pragmatics of which appear very similar to English and German CT marking, can appear without an accompanying focus, yielding scope disambiguation:12",30,209,"In Japanese and Korean, there are special words called ""wa"" and ""nun"" that help us understand what's being talked about. These words are similar to the way English and German use special words to show what's important. Sometimes, these special words can be used alone, without needing to be paired with another word, which helps us understand what's being talked about more clearly."
"The participants in the study were 119 adult native Russian speakers. Thirty-one speakers completed the Baseline-one version (14 for list 1, 17 for list 2), 30 completed the Focus-one version (15 per list), 30 completed the Baseline-two version (15 per list), and 28 completed the Focustwo version (15 for list 1, 13 for list 2). Participants ranged in age from 18 to 59, with a mean age of 24 and median age of 20. Participants were compensated monetarily for completing the surveys.",82,484,"The people in this study were 119 grown-ups who speak Russian as their first language. Some of them did different versions of a survey. 

* 31 people did the first version of the survey (14 did one part, 17 did another part).
* 30 people did the second version of the survey (15 did one part, 15 did another part).
* 30 people did the third version of the survey (15 did one part, 15 did another part).
* 28 people did the fourth version of the survey (15 did one part, 13 did another part).

The people in the study were different ages, from 18 to 59. The average age was 24, and the middle age was 20. The people got paid for doing the surveys."
"A context-of-use study is reported of the ‘head shake’. A large number of examples are described and compared, drawn from video recordings of naturally occasioned interactions in the circumstances of everyday life, made in Campania, Italy, central England and the Eastern United States. Eight diﬀerent kinds of uses for the head shake are illustrated. It is concluded that the head shake is not to be understood simply as the kinesic equivalent of a unit of verbal expression. It appears as an expression in its own right which, furthermore, the speaker uses as a component in the construction of an utterance which, it seems, is so often a multimodal construction in which the diﬀerent modalities of expression available are deployed by the speaker in the course of building a unit of expression according to the rhetorical needs of the interactive moment.",140,857,"Here is the rewritten text:

A study was done to understand how people use the ""head shake"" in everyday life. The study looked at many examples of people using the head shake in different situations, like in Italy, England, and the United States. The study found that there are eight different ways people use the head shake. It's not just a simple way to say something, but rather a special way to express an idea. People often use the head shake as part of a bigger message, combining different ways of communicating to get their point across in a conversation."
The data for the test condition were analyzed using a mixed-effects binary logistic regression. We introduced the following fixed effects: quantifier-first using the lmer.,24,171,"We used a special tool to look at the test results. This tool is called a ""mixed-effects binary logistic regression"". We used it to see how different groups of people did on the test. We looked at two main groups: people who used a certain way of speaking (called ""quantifier-first"") and people who didn't."
"Here the head shake coincides with the word ‘aperitivo’ which is, one might say, the word that refers to the focus of the situation he is talking about, and it is this that he decries, it is this situation that he rejects or would like to say ‘no’ to. We see a similar use of the head shake in the next example, although here the head shake is performed by the recipient of a discourse, not by the speaker. By placing the head shake where she does in relation to what the other person is saying she oﬀers a comment on it — that it is a situation to be deplored. The example is taken from a recording made at a family dinner (pranzo) and the discussion has turned to the eﬃciency and convenience, or lack thereof, of the means of public transport in the area. The speaker, M, is explaining how sometimes she misses a bus that is supposed to connect with a train:",165,861,"Here's the simplified text:

When someone says ""aperitivo"", they often shake their head at the same time. This means they don't like the situation being talked about. We see this same head shake in another example, but this time it's the person listening who is shaking their head. By shaking their head, they're saying the situation is bad and should be changed. This conversation is about a family dinner and how good or bad public transportation is in the area. One person, M, is talking about how sometimes she misses a bus that's supposed to connect with a train."
"17The interpretation rules for topic in B¨uring has rightly been faulted for creating the ‘Last Answer Problem’, since it ruled out CT+F not just in complete answers, but also, wrongly, in last answers . This was corrected via the ‘highest attachment’ condition in B¨uring , as well as, explicitly, in the Independence condition in (7b) here.",56,342,"The rules for understanding a topic in a special way, called B¨uring, had a big problem. It made it hard to understand answers that were almost correct, but not quite. This was a mistake, because it didn't just affect complete answers, but also almost correct ones. This was fixed by adding a new rule, called ""highest attachment"", and also by a rule in a different place, called ""Independence""."
"2 We are abstracting away from the question of whether there is a vP projection above the VP, and whether the verb moves through little v prior to raising to T, as these issues do not affect the scope interpretation of the sentence. We similarly abstract away from whether the underlying position of the subject is inside the VP or inside the vP.",63,346,"We're not worrying about some tricky details in sentence structure, like where the verb goes and how the subject fits in. These details don't affect how we understand the whole sentence."
"Likewise, in the same recording, S is recalling the window displays that she remembers in the shop windows of her childhood. She says that these displays were “really wonderful” and shakes her head as she says “wonderful”:",37,222,S remembers the window displays in the shop windows from her childhood. She says they were really cool and amazing.
In Example V.2 the speaker is a tour guide of a small historic town in Northamptonshire. He has just explained how stone of good quality from demolished buildings will be used again in other buildings:,35,201,The speaker is a tour guide in a small historic town in Northamptonshire. He just told us that good quality stone from old buildings that were torn down will be used again in new buildings.
"right? Semiotica, 35, 57–70. D’Ascoli, Francesco Nuovo vocabolario dialettale napoletano. Naples: Adriano Gallina. De Blasi, Nicola & Luigi Imperatore Il napoletano parlato e scritto. Con note",26,192,"Here is the rewritten text:

A special book about the Neapolitan language is called ""Il napoletano parlato e scritto"". It was written by Nicola De Blasi and Luigi Imperatore."
"In section 1 above I suggested that the answer in or van Rooij ? I submit that the answer is ‘no’. It would predict that CT and F would generally be symmetrical, since they both introduce alternatives at the same ‘level’, the F-alternatives. But CT and F, while often exchangeable, sometimes are not:",53,300,"The answer is ""no"". This means that CT and F are not always the same. They both introduce choices, but sometimes they are different."
"5.1. THE STATUS OF THE PRINCIPLE. Maintaining that the RP is a universal principle means that individual languages or dialects cannot differ with respect to whether they obey it; crucially ambiguous factors of the appropriate sort would always resolve feature conflicts, and (in the absence of principled res- olution) factors not satisfying the conditions in 43 would always fail to resolve",61,391,"The Principle's Status.

The principle is very important. It says that languages or dialects can't be different in how they follow it. This means that confusing things will always help solve problems, and if something doesn't fit the rules, it won't help solve problems."
"V. Head shakes and implicit negation. A head shake is often employed simultaneously with speech where there is an implicit negation in what is being said. The ﬁrst example shows the head shake in use with an expression in which the speaker implies that there are no other possible courses of action for someone. It is taken from Commerciante, where P is talking about his son who, according to him, does not have much will or initiative of his own. In his view, then, the only thing for him to do is to join the Guardia di Finanzia (the branch of the Italian police that enforces ﬁnancial laws):",108,595,"V. Head Shakes and Not Saying Something

Sometimes, people shake their heads while talking. This can happen when they're saying something that means the opposite of what they're literally saying. For example, imagine someone talking about their son who doesn't have much willpower. They might say that the only thing their son can do is join the financial police."
